MUNICODE;MUNINAME;IDHM
2510659;Parari;0.584
2923704;Paratinga;0.59
3303807;Paraty;0.693
2408706;Paraú;0.603
1505536;Parauapebas;0.715
5216403;Paraúna;0.672
2408805;Parazinho;0.549
3536109;Pardinho;0.727
4314035;Pareci Novo;0.749
1101450;Parecis;0.617
2408904;Parelhas;0.676
2706422;Pariconha;0.548
1303403;Parintins;0.658
2923803;Paripiranga;0.577
2706448;Paripueira;0.605
3536208;Pariquera-Açu;0.736
3536257;Parisi;0.721
2207603;Parnaguá;0.575
2207702;Parnaíba;0.687
2403251;Parnamirim;0.766
2610400;Parnamirim;0.599
2107803;Parnarama;0.542
4314050;Parobé;0.704
3147501;Passabém;0.642
2409100;Passa E Fica;0.606
2409209;Passagem;0.589
2510709;Passagem;0.62
2107902;Passagem Franca;0.532
2207751;Passagem Franca do Piauí;0.561
3147600;Passa Quatro;0.715
4314068;Passa Sete;0.622
3147709;Passa Tempo;0.687
3147808;Passa-Vinte;0.648
2610509;Passira;0.592
2706505;Passo de Camaragibe;0.533
4212254;Passo de Torres;0.72
4314076;Passo do Sobrado;0.698
4314100;Passo Fundo;0.776
3147907;Passos;0.756
4212270;Passos Maia;0.659
2108009;Pastos Bons;0.61
3147956;Patis;0.614
4118451;Pato Bragado;0.747
4118501;Pato Branco;0.782
2510808;Patos;0.701
3148004;Patos de Minas;0.765
2207777;Patos do Piauí;0.563
3148103;Patrocínio;0.729
3148202;Patrocínio do Muriaé;0.682
3536307;Patrocínio Paulista;0.73
2409308;Patu;0.618
3303856;Paty do Alferes;0.671
2923902;Pau Brasil;0.583
2610608;Paudalho;0.639
1505551;Pau D'Arco;0.574
1716307;Pau D'Arco;0.661
2207793;Pau D'Arco do Piauí;0.514
2409407;Pau dos Ferros;0.678
1303502;Pauini;0.496
3148301;Paula Cândido;0.637
4118600;Paula Freitas;0.717
3536406;Paulicéia;0.711
3536505;Paulínia;0.795
2108058;Paulino Neves;0.561
2510907;Paulista;0.587
2610707;Paulista;0.732
2207801;Paulistana;0.6
3536570;Paulistânia;0.718
3148400;Paulistas;0.625
2924009;Paulo Afonso;0.674
4314134;Paulo Bento;0.71
3536604;Paulo de Faria;0.725
4118709;Paulo Frontin;0.708
2706604;Paulo Jacinto;0.589
4212304;Paulo Lopes;0.716
2108108;Paulo Ramos;0.549
3148509;Pavão;0.627
4314159;Paverama;0.683
2207850;Pavussu;0.526
4118808;Peabiru;0.723
3148608;Peçanha;0.627
3536703;Pederneiras;0.739
2924058;Pé de Serra;0.587
2610806;Pedra;0.567
3148707;Pedra Azul;0.627
3536802;Pedra Bela;0.677
3148756;Pedra Bonita;0.573
2310506;Pedra Branca;0.603
2511004;Pedra Branca;0.599
1600154;Pedra Branca do Amapari;0.626
3148806;Pedra do Anta;0.624
3148905;Pedra do Indaiá;0.708
3149002;Pedra Dourada;0.655
2409506;Pedra Grande;0.559
2511103;Pedra Lavrada;0.574
3149101;Pedralva;0.675
2805000;Pedra Mole;0.593
3536901;Pedranópolis;0.742
2924108;Pedrão;0.588
2409605;Pedra Preta;0.558
5106372;Pedra Preta;0.679
4314175;Pedras Altas;0.64
2511202;Pedras de Fogo;0.59
3149150;Pedras de Maria da Cruz;0.614
4212403;Pedras Grandes;0.728
3537008;Pedregulho;0.715
3537107;Pedreira;0.769
2108207;Pedreiras;0.682
2805109;Pedrinhas;0.592
3537156;Pedrinhas Paulista;0.774
3149200;Pedrinópolis;0.729
1716505;Pedro Afonso;0.732
2924207;Pedro Alexandre;0.513
2409704;Pedro Avelino;0.583
3204054;Pedro Canário;0.654
3537206;Pedro de Toledo;0.696
2108256;Pedro do Rosário;0.516
5006408;Pedro Gomes;0.671
2207900;Pedro Ii;0.571
2207934;Pedro Laurentino;0.562
3149309;Pedro Leopoldo;0.757
4314209;Pedro Osório;0.678
2512721;Pedro Régis;0.542
3149408;Pedro Teixeira;0.637
2409803;Pedro Velho;0.568
1716604;Peixe;0.674
1505601;Peixe-Boi;0.581
5106422;Peixoto de Azevedo;0.649
4314308;Pejuçara;0.741
4314407;Pelotas;0.739
2310605;Penaforte;0.646
2108306;Penalva;0.554
3537305;Penápolis;0.759
2409902;Pendências;0.631
2706703;Penedo;0.63
4212502;Penha;0.743
2310704;Pentecoste;0.629
3149507;Pequeri;0.694
3149606;Pequi;0.674
1716653;Pequizeiro;0.627
3149705;Perdigão;0.703
3149804;Perdizes;0.723
3149903;Perdões;0.744
3537404;Pereira Barreto;0.766
3537503;Pereiras;0.736
2310803;Pereiro;0.601
2108405;Peri Mirim;0.599
3149952;Periquito;0.651
4212601;Peritiba;0.766
2108454;Peritoró;0.564
4118857;Perobal;0.713
4118907;Pérola;0.7
4119004;Pérola D'Oeste;0.726
5216452;Perolândia;0.676
3537602;Peruíbe;0.749
3150000;Pescador;0.656
2610905;Pesqueira;0.61
2611002;Petrolândia;0.623
4212700;Petrolândia;0.716
2611101;Petrolina;0.697
5216809;Petrolina de Goiás;0.712
3303906;Petrópolis;0.745
2706802;Piaçabuçu;0.572
3537701;Piacatu;0.732
2511301;Piancó;0.621
2924306;Piatã;0.571
3150109;Piau;0.629
4314423;Picada Café;0.758
1505635;Piçarra;0.563
2208007;Picos;0.698
2511400;Picuí;0.608
3537800;Piedade;0.716
3150158;Piedade de Caratinga;0.612
3150208;Piedade de Ponte Nova;0.639
3150307;Piedade do Rio Grande;0.678
3150406;Piedade dos Gerais;0.626
4119103;Piên;0.694
2924405;Pilão Arcado;0.506
2511509;Pilar;0.579
2706901;Pilar;0.61
5216908;Pilar de Goiás;0.684
3537909;Pilar do Sul;0.69
2410009;Pilões;0.614
2511608;Pilões;0.56
2511707;Pilõezinhos;0.564
3150505;Pimenta;0.686
1100189;Pimenta Bueno;0.71
2208106;Pimenteiras;0.566
1101468;Pimenteiras do Oeste;0.665
2924504;Pindaí;0.603
3538006;Pindamonhangaba;0.773
2108504;Pindaré-Mirim;0.633
2707008;Pindoba;0.574
2924603;Pindobaçu;0.577
3538105;Pindorama;0.737
1717008;Pindorama do Tocantins;0.605
2310852;Pindoretama;0.636
3150539;Pingo-D'Água;0.619
4119152;Pinhais;0.751
4314456;Pinhal;0.72
4119202;Pinhalão;0.697
4314464;Pinhal da Serra;0.65
4119251;Pinhal de São Bento;0.695
4314472;Pinhal Grande;0.678
3538204;Pinhalzinho;0.725
4212908;Pinhalzinho;0.783
2805208;Pinhão;0.583
4119301;Pinhão;0.654
3303955;Pinheiral;0.715
4314498;Pinheirinho do Vale;0.71
2108603;Pinheiro;0.637
4314506;Pinheiro Machado;0.661
4213005;Pinheiro Preto;0.777
3204104;Pinheiros;0.673
2924652;Pintadas;0.612
3150570;Pintópolis;0.594
2208205;Pio Ix;0.564
2108702;Pio Xii;0.541
3538303;Piquerobi;0.711
2310902;Piquet Carneiro;0.6
3538501;Piquete;0.757
3538600;Piracaia;0.739
5217104;Piracanjuba;0.721
3150604;Piracema;0.646
3538709;Piracicaba;0.785
2208304;Piracuruca;0.596
3304003;Piraí;0.708
2924678;Piraí do Norte;0.533
4119400;Piraí do Sul;0.708
3538808;Piraju;0.758
3150703;Pirajuba;0.723
3538907;Pirajuí;0.749
2805307;Pirambu;0.603
3150802;Piranga;0.6
3539004;Pirangi;0.756
3150901;Piranguçu;0.685
3151008;Piranguinho;0.717
2707107;Piranhas;0.589
5217203;Piranhas;0.721
2108801;Pirapemas;0.576
3151107;Pirapetinga;0.709
4314555;Pirapó;0.669
3151206;Pirapora;0.731
3539103;Pirapora do Bom Jesus;0.727
3539202;Pirapozinho;0.776
4119509;Piraquara;0.7
1717206;Piraquê;0.621
3539301;Pirassununga;0.801
4314605;Piratini;0.658
3539400;Piratininga;0.779
4213104;Piratuba;0.758
3151305;Piraúba;0.684
5217302;Pirenópolis;0.693
5217401;Pires do Rio;0.744
2310951;Pires Ferreira;0.591
2924702;Piripá;0.575
2208403;Piripiri;0.635
2924801;Piritiba;0.578
2511806;Pirpirituba;0.595
4119608;Pitanga;0.702
3539509;Pitangueiras;0.723
4119657;Pitangueiras;0.71
3151404;Pitangui;0.725
2511905;Pitimbu;0.57
1717503;Pium;0.65
3204203;Piúma;0.727
3151503;Piumhi;0.737
1505650;Placas;0.552
1200385;Plácido de Castro;0.622
5217609;Planaltina;0.669
4119707;Planaltina do Paraná;0.705
2924900;Planaltino;0.572
2925006;Planalto;0.56
3539608;Planalto;0.719
4119806;Planalto;0.706
4314704;Planalto;0.687
4213153;Planalto Alegre;0.751
5106455;Planalto da Serra;0.656
3151602;Planura;0.712
3539707;Platina;0.719
3539806;Poá;0.771
2611200;Poção;0.528
2108900;Poção de Pedras;0.576
2512002;Pocinhos;0.591
2410108;Poço Branco;0.587
2512036;Poço Dantas;0.525
4314753;Poço das Antas;0.744
2707206;Poço das Trincheiras;0.526
2512077;Poço de José de Moura;0.612
2925105;Poções;0.604
3151701;Poço Fundo;0.691
5106505;Poconé;0.652
2805406;Poço Redondo;0.529
3151800;Poços de Caldas;0.779
2805505;Poço Verde;0.561
3151909;Pocrane;0.626
2925204;Pojuca;0.666
3539905;Poloni;0.766
2512101;Pombal;0.634
2611309;Pombos;0.598
4213203;Pomerode;0.78
3540002;Pompéia;0.786
3152006;Pompéu;0.689
3540101;Pongaí;0.755
1505700;Ponta de Pedras;0.562
4119905;Ponta Grossa;0.763
3540200;Pontal;0.725
5106653;Pontal do Araguaia;0.734
4119954;Pontal do Paraná;0.738
5217708;Pontalina;0.687
3540259;Pontalinda;0.702
4314779;Pontão;0.725
5006606;Ponta Porã;0.701
4213302;Ponte Alta;0.673
1717800;Ponte Alta do Bom Jesus;0.603
4213351;Ponte Alta do Norte;0.689
1717909;Ponte Alta do Tocantins;0.624
5106703;Ponte Branca;0.686
3152105;Ponte Nova;0.717
4314787;Ponte Preta;0.725
5106752;Pontes E Lacerda;0.703
4213401;Ponte Serrada;0.693
3540309;Pontes Gestal;0.732
3204252;Ponto Belo;0.669
3152131;Ponto Chique;0.606
3152170;Ponto dos Volantes;0.595
2925253;Ponto Novo;0.58
3540408;Populina;0.714
2311009;Poranga;0.581
3540507;Porangaba;0.703
5218003;Porangatu;0.727
3304102;Porciúncula;0.697
4120002;Porecatu;0.738
2410207;Portalegre;0.621
4314803;Portão;0.713
5218052;Porteirão;0.684
2311108;Porteiras;0.622
3152204;Porteirinha;0.651
1505809;Portel;0.483
5218102;Portelândia;0.654
2208502;Porto;0.549
1200807;Porto Acre;0.576
4314902;Porto Alegre;0.805
5106778;Porto Alegre do Norte;0.673
2208551;Porto Alegre do Piauí;0.563
1718006;Porto Alegre do Tocantins;0.645
4120101;Porto Amazonas;0.7
4120150;Porto Barreiro;0.688
4213500;Porto Belo;0.76
2707305;Porto Calvo;0.586
2805604;Porto da Folha;0.568
1505908;Porto de Moz;0.503
2707404;Porto de Pedras;0.541
2410256;Porto do Mangue;0.59
5106802;Porto dos Gaúchos;0.685
5106828;Porto Esperidião;0.652
5106851;Porto Estrela;0.599
3540606;Porto Feliz;0.758
3540705;Porto Ferreira;0.751
3152303;Porto Firme;0.634
2109007;Porto Franco;0.684
1600535;Porto Grande;0.64
4315008;Porto Lucena;0.693
4315057;Porto Mauá;0.698
5006903;Porto Murtinho;0.666
1718204;Porto Nacional;0.74
3304110;Porto Real;0.713
2707503;Porto Real do Colégio;0.551
4120200;Porto Rico;0.735
2109056;Porto Rico do Maranhão;0.615
2925303;Porto Seguro;0.676
4213609;Porto União;0.786
1100205;Porto Velho;0.736
4315073;Porto Vera Cruz;0.69
4120309;Porto Vitória;0.685
1200393;Porto Walter;0.532
4315107;Porto Xavier;0.723
5218300;Posse;0.659
3152402;Poté;0.624
2311207;Potengi;0.562
3540754;Potim;0.697
2925402;Potiraguá;0.625
3540804;Potirendaba;0.747
2311231;Potiretama;0.604
3152501;Pouso Alegre;0.774
3152600;Pouso Alto;0.71
4315131;Pouso Novo;0.715
4213708;Pouso Redondo;0.72
5107008;Poxoréo;0.678
3540853;Pracinha;0.696
1600550;Pracuúba;0.614
2925501;Prado;0.621
4120333;Prado Ferreira;0.71
3540903;Pradópolis;0.733
3152709;Prados;0.689
3541000;Praia Grande;0.754
4213807;Praia Grande;0.718
1718303;Praia Norte;0.583
1506005;Prainha;0.523
4120358;Pranchita;0.752
2512200;Prata;0.608
3152808;Prata;0.695
2208601;Prata do Piauí;0.565
3541059;Pratânia;0.701
3152907;Pratápolis;0.729
3153004;Pratinha;0.721
3541109;Presidente Alves;0.735
3153103;Presidente Bernardes;0.632
3541208;Presidente Bernardes;0.757
4213906;Presidente Castello Branco;0.77
4120408;Presidente Castelo Branco;0.713
2109106;Presidente Dutra;0.653
2925600;Presidente Dutra;0.614
3541307;Presidente Epitácio;0.75
1303536;Presidente Figueiredo;0.647
4214003;Presidente Getúlio;0.759
2925709;Presidente Jânio Quadros;0.542
2109205;Presidente Juscelino;0.563
2410306;Presidente Juscelino;0.563
3153202;Presidente Juscelino;0.614
1718402;Presidente Kennedy;0.669
3204302;Presidente Kennedy;0.657
3153301;Presidente Kubitschek;0.595
4315149;Presidente Lucena;0.757
1100254;Presidente Médici;0.664
2109239;Presidente Médici;0.591
4214102;Presidente Nereu;0.737
3153400;Presidente Olegário;0.701
3541406;Presidente Prudente;0.806
2109270;Presidente Sarney;0.557
2925758;Presidente Tancredo Neves;0.559
2109304;Presidente Vargas;0.587
3541505;Presidente Venceslau;0.763
1506104;Primavera;0.577
2611408;Primavera;0.58
1101476;Primavera de Rondônia;0.641
5107040;Primavera do Leste;0.752
2109403;Primeira Cruz;0.512
4120507;Primeiro de Maio;0.701
4214151;Princesa;0.706
2512309;Princesa Isabel;0.606
5218391;Professor Jamil;0.684
4315156;Progresso;0.683
3541604;Promissão;0.743
2805703;Propriá;0.661
4315172;Protásio Alves;0.733
3153608;Prudente de Morais;0.69
4120606;Prudentópolis;0.676
1718451;Pugmil;0.669
2410405;Pureza;0.567
4315206;Putinga;0.715
2512408;Puxinanã;0.617
3541653;Quadra;0.678
4315305;Quaraí;0.704
3153707;Quartel Geral;0.683
4120655;Quarto Centenário;0.71
3541703;Quatá;0.738
4120705;Quatiguá;0.714
1506112;Quatipuru;0.543
3304128;Quatis;0.69
4120804;Quatro Barras;0.742
4315313;Quatro Irmãos;0.689
4120853;Quatro Pontes;0.791
2707602;Quebrangulo;0.559
4120903;Quedas do Iguaçu;0.681
2208650;Queimada Nova;0.515
2512507;Queimadas;0.608
2925808;Queimadas;0.592
3304144;Queimados;0.68
3541802;Queiroz;0.715
3541901;Queluz;0.722
3153806;Queluzito;0.682
5107065;Querência;0.692
4121000;Querência do Norte;0.688
4315321;Quevedos;0.665
2925907;Quijingue;0.544
4214201;Quilombo;0.73
4121109;Quinta do Sol;0.715
3542008;Quintana;0.732
4315354;Quinze de Novembro;0.756
2611507;Quipapá;0.552
5218508;Quirinópolis;0.74
3304151;Quissamã;0.704
4121208;Quitandinha;0.68
2311264;Quiterianópolis;0.594
2512606;Quixabá;0.622
2611533;Quixaba;0.577
2925931;Quixabeira;0.578
2311306;Quixadá;0.659
2311355;Quixelô;0.591
2311405;Quixeramobim;0.642
2311504;Quixeré;0.622
2410504;Rafael Fernandes;0.608
2410603;Rafael Godeiro;0.654
2925956;Rafael Jambeiro;0.564
3542107;Rafard;0.745
4121257;Ramilândia;0.63
3542206;Rancharia;0.751
4121307;Rancho Alegre;0.707
4121356;Rancho Alegre D'Oeste;0.704
4214300;Rancho Queimado;0.753
2109452;Raposa;0.626
3153905;Raposos;0.73
3154002;Raul Soares;0.655
4121406;Realeza;0.722
4121505;Rebouças;0.672
2611606;Recife;0.772
3154101;Recreio;0.692
1718501;Recursolândia;0.5
1506138;Redenção;0.672
2311603;Redenção;0.626
3542305;Redenção da Serra;0.657
2208700;Redenção do Gurguéia;0.589
4315404;Redentora;0.631
3154150;Reduto;0.629
2208809;Regeneração;0.591
3542404;Regente Feijó;0.768
3542503;Reginópolis;0.728
3542602;Registro;0.754
4315453;Relvado;0.731
2926004;Remanso;0.579
2512705;Remígio;0.607
4121604;Renascença;0.733
2311702;Reriutaba;0.601
3304201;Resende;0.768
3154200;Resende Costa;0.685
4121703;Reserva;0.618
5107156;Reserva do Cabaçal;0.676
4121752;Reserva do Iguaçu;0.648
3154309;Resplendor;0.67
3154408;Ressaquinha;0.683
3542701;Restinga;0.705
4315503;Restinga Seca;0.683
2926103;Retirolândia;0.636
2109502;Riachão;0.576
2512747;Riachão;0.574
2926202;Riachão das Neves;0.578
2512754;Riachão do Bacamarte;0.553
2805802;Riachão do Dantas;0.539
2926301;Riachão do Jacuípe;0.628
2512762;Riachão do Poço;0.555
1718550;Riachinho;0.572
3154457;Riachinho;0.632
2410702;Riacho da Cruz;0.584
2611705;Riacho das Almas;0.57
2410801;Riacho de Santana;0.591
2926400;Riacho de Santana;0.615
2512788;Riacho de Santo Antônio;0.594
2512804;Riacho dos Cavalos;0.568
3154507;Riacho dos Machados;0.627
2208858;Riacho Frio;0.541
2410900;Riachuelo;0.592
2805901;Riachuelo;0.617
5218607;Rialma;0.727
5218706;Rianápolis;0.693
2109551;Ribamar Fiquene;0.615
5007109;Ribas do Rio Pardo;0.664
3542800;Ribeira;0.698
2926509;Ribeira do Amparo;0.512
2208874;Ribeira do Piauí;0.52
2926608;Ribeira do Pombal;0.601
2611804;Ribeirão;0.602
3542909;Ribeirão Bonito;0.712
3543006;Ribeirão Branco;0.639
5107180;Ribeirão Cascalheira;0.67
4121802;Ribeirão Claro;0.716
3543105;Ribeirão Corrente;0.711
3154606;Ribeirão das Neves;0.684
2926657;Ribeirão do Largo;0.54
4121901;Ribeirão do Pinhal;0.701
3543238;Ribeirão dos Índios;0.721
3543204;Ribeirão do Sul;0.747
3543253;Ribeirão Grande;0.705
3543303;Ribeirão Pires;0.784
3543402;Ribeirão Preto;0.8
3154705;Ribeirão Vermelho;0.737
5107198;Ribeirãozinho;0.692
2208908;Ribeiro Gonçalves;0.601
2806008;Ribeirópolis;0.613
3543600;Rifaina;0.74
3543709;Rincão;0.734
3543808;Rinópolis;0.723
3154804;Rio Acima;0.673
4122008;Rio Azul;0.687
3204351;Rio Bananal;0.681
4122107;Rio Bom;0.729
3304300;Rio Bonito;0.71
4122156;Rio Bonito do Iguaçu;0.629
1200401;Rio Branco;0.727
5107206;Rio Branco;0.707
4122172;Rio Branco do Ivaí;0.64
4122206;Rio Branco do Sul;0.679
5007208;Rio Brilhante;0.715
3154903;Rio Casca;0.65
3304409;Rio Claro;0.683
3543907;Rio Claro;0.803
1100262;Rio Crespo;0.643
1718659;Rio da Conceição;0.608
4214409;Rio das Antas;0.697
3304508;Rio das Flores;0.68
3304524;Rio das Ostras;0.773
3544004;Rio das Pedras;0.759
2926707;Rio de Contas;0.605
3304557;Rio de Janeiro;0.799
2926806;Rio do Antônio;0.576
4214508;Rio do Campo;0.729
3155009;Rio Doce;0.664
2408953;Rio do Fogo;0.569
4214607;Rio do Oeste;0.754
2926905;Rio do Pires;0.594
3155108;Rio do Prado;0.605
1718709;Rio dos Bois;0.616
4214706;Rio dos Cedros;0.729
4315552;Rio dos Índios;0.656
4214805;Rio do Sul;0.802
3155207;Rio Espera;0.602
2611903;Rio Formoso;0.613
4214904;Rio Fortuna;0.806
4315602;Rio Grande;0.744
3544103;Rio Grande da Serra;0.749
2209005;Rio Grande do Piauí;0.572
3544202;Riolândia;0.703
2707701;Rio Largo;0.643
3155306;Rio Manso;0.648
1506161;Rio Maria;0.638
4215000;Rio Negrinho;0.738
4122305;Rio Negro;0.76
5007307;Rio Negro;0.709
3155405;Rio Novo;0.707
3204401;Rio Novo do Sul;0.711
3155504;Rio Paranaíba;0.709
4315701;Rio Pardo;0.693
3155603;Rio Pardo de Minas;0.624
3155702;Rio Piracicaba;0.685
3155801;Rio Pomba;0.714
3155900;Rio Preto;0.679
1303569;Rio Preto da Eva;0.611
5218789;Rio Quente;0.731
2927002;Rio Real;0.572
4215059;Rio Rufino;0.653
1718758;Rio Sono;0.6
2512903;Rio Tinto;0.585
5218805;Rio Verde;0.754
5007406;Rio Verde de Mato Grosso;0.673
3156007;Rio Vermelho;0.558
4315750;Riozinho;0.661
4215075;Riqueza;0.714
3156106;Ritápolis;0.653
3543501;Riversul;0.664
4315800;Roca Sales;0.729
5007505;Rochedo;0.651
3156205;Rochedo de Minas;0.684
4215109;Rodeio;0.754
4315909;Rodeio Bonito;0.732
3156304;Rodeiro;0.668
2927101;Rodelas;0.632
2411007;Rodolfo Fernandes;0.604
1200427;Rodrigues Alves;0.567
4315958;Rolador;0.689
4122404;Rolândia;0.739
4316006;Rolante;0.688
1100288;Rolim de Moura;0.7
3156403;Romaria;0.708
4215208;Romelândia;0.692
4122503;Roncador;0.681
4316105;Ronda Alta;0.724
4316204;Rondinha;0.764
5107578;Rondolândia;0.64
4122602;Rondon;0.713
1506187;Rondon do Pará;0.602
5107602;Rondonópolis;0.755
4316303;Roque Gonzales;0.688
1400472;Rorainópolis;0.619
3544251;Rosana;0.764
2109601;Rosário;0.632
3156452;Rosário da Limeira;0.662
2806107;Rosário do Catete;0.631
4122651;Rosário do Ivaí;0.662
4316402;Rosário do Sul;0.699
5107701;Rosário Oeste;0.65
3544301;Roseira;0.737
2707800;Roteiro;0.505
3156502;Rubelita;0.582
3544400;Rubiácea;0.721
5218904;Rubiataba;0.719
3156601;Rubim;0.609
3544509;Rubinéia;0.759
1506195;Rurópolis;0.548
2311801;Russas;0.674
2411106;Ruy Barbosa;0.605
2927200;Ruy Barbosa;0.61
3156700;Sabará;0.731
4122701;Sabáudia;0.74
3544608;Sabino;0.728
3156809;Sabinópolis;0.638
2311900;Saboeiro;0.575
3156908;Sacramento;0.732
4316428;Sagrada Família;0.678
3544707;Sagres;0.73
2612000;Sairé;0.585
4316436;Saldanha Marinho;0.762
3544806;Sales;0.751
3544905;Sales Oliveira;0.772
3545001;Salesópolis;0.732
4215307;Salete;0.744
2513000;Salgadinho;0.563
2612109;Salgadinho;0.534
2806206;Salgado;0.609
2513109;Salgado de São Félix;0.568
4122800;Salgado Filho;0.7
2612208;Salgueiro;0.669
3157005;Salinas;0.679
2927309;Salinas da Margarida;0.617
1506203;Salinópolis;0.647
2311959;Salitre;0.54
3545100;Salmourão;0.719
2612307;Saloá;0.559
3545159;Saltinho;0.791
4215356;Saltinho;0.654
3545209;Salto;0.78
3157104;Salto da Divisa;0.608
3545308;Salto de Pirapora;0.729
5107750;Salto do Céu;0.666
4122909;Salto do Itararé;0.704
4316451;Salto do Jacuí;0.687
4123006;Salto do Lontra;0.718
3545407;Salto Grande;0.704
4215406;Salto Veloso;0.784
2927408;Salvador;0.759
4316477;Salvador das Missões;0.753
4316501;Salvador do Sul;0.74
1506302;Salvaterra;0.608
2109700;Sambaíba;0.565
1718808;Sampaio;0.606
4316600;Sananduva;0.747
5219001;Sanclerlândia;0.736
1718840;Sandolândia;0.659
3545506;Sandovalina;0.709
4215455;Sangão;0.7
2612406;Sanharó;0.603
3545605;Santa Adélia;0.76
3545704;Santa Albertina;0.728
4123105;Santa Amélia;0.653
2927507;Santa Bárbara;0.583
3157203;Santa Bárbara;0.707
5219100;Santa Bárbara de Goiás;0.706
3545803;Santa Bárbara D'Oeste;0.781
3157252;Santa Bárbara do Leste;0.613
3157278;Santa Bárbara do Monte Verde;0.606
1506351;Santa Bárbara do Pará;0.627
4316709;Santa Bárbara do Sul;0.725
3157302;Santa Bárbara do Tugúrio;0.637
3546009;Santa Branca;0.735
2927606;Santa Brígida;0.546
5107248;Santa Carmem;0.715
2513158;Santa Cecília;0.525
4215505;Santa Cecília;0.698
4123204;Santa Cecília do Pavão;0.723
4316733;Santa Cecília do Sul;0.725
3546108;Santa Clara D'Oeste;0.733
4316758;Santa Clara do Sul;0.74
2411205;Santa Cruz;0.635
2513208;Santa Cruz;0.618
2612455;Santa Cruz;0.549
2927705;Santa Cruz Cabrália;0.654
2612471;Santa Cruz da Baixa Verde;0.612
3546207;Santa Cruz da Conceição;0.79
3546256;Santa Cruz da Esperança;0.743
3546306;Santa Cruz das Palmeiras;0.728
2927804;Santa Cruz da Vitória;0.61
5219209;Santa Cruz de Goiás;0.688
3157336;Santa Cruz de Minas;0.706
4123303;Santa Cruz de Monte Castelo;0.71
3157377;Santa Cruz de Salinas;0.577
1506401;Santa Cruz do Arari;0.557
2612505;Santa Cruz do Capibaribe;0.648
3157401;Santa Cruz do Escalvado;0.625
2209104;Santa Cruz do Piauí;0.601
3546405;Santa Cruz do Rio Pardo;0.762
2209153;Santa Cruz dos Milagres;0.577
4316808;Santa Cruz do Sul;0.773
5107743;Santa Cruz do Xingu;0.684
3157500;Santa Efigênia de Minas;0.607
3546504;Santa Ernestina;0.738
4123402;Santa Fé;0.705
5219258;Santa Fé de Goiás;0.713
3157609;Santa Fé de Minas;0.615
1718865;Santa Fé do Araguaia;0.616
3546603;Santa Fé do Sul;0.784
2209203;Santa Filomena;0.544
2612554;Santa Filomena;0.533
2109759;Santa Filomena do Maranhão;0.525
3546702;Santa Gertrudes;0.737
2109809;Santa Helena;0.571
2513307;Santa Helena;0.609
4123501;Santa Helena;0.744
4215554;Santa Helena;0.727
5219308;Santa Helena de Goiás;0.724
3157658;Santa Helena de Minas;0.567
2109908;Santa Inês;0.674
2513356;Santa Inês;0.572
2927903;Santa Inês;0.574
4123600;Santa Inês;0.717
3546801;Santa Isabel;0.738
5219357;Santa Isabel;0.683
4123709;Santa Isabel do Ivaí;0.72
1506500;Santa Isabel do Pará;0.659
1303601;Santa Isabel do Rio Negro;0.479
4123808;Santa Izabel do Oeste;0.696
3157708;Santa Juliana;0.706
3204500;Santa Leopoldina;0.626
3546900;Santa Lúcia;0.737
4123824;Santa Lúcia;0.687
2209302;Santa Luz;0.588
2928000;Santaluz;0.598
2110005;Santa Luzia;0.55
2513406;Santa Luzia;0.682
2928059;Santa Luzia;0.556
3157807;Santa Luzia;0.715
1100296;Santa Luzia D'Oeste;0.67
2806305;Santa Luzia do Itanhy;0.545
2707909;Santa Luzia do Norte;0.597
1506559;Santa Luzia do Pará;0.546
2110039;Santa Luzia do Paruá;0.599
3157906;Santa Margarida;0.61
4316972;Santa Margarida do Sul;0.663
2409332;Santa Maria;0.59
4316907;Santa Maria;0.784
2612604;Santa Maria da Boa Vista;0.59
1506583;Santa Maria das Barreiras;0.544
3547007;Santa Maria da Serra;0.686
2928109;Santa Maria da Vitória;0.614
3158003;Santa Maria de Itabira;0.648
3204559;Santa Maria de Jetibá;0.671
2612703;Santa Maria do Cambucá;0.548
4316956;Santa Maria do Herval;0.676
4123857;Santa Maria do Oeste;0.609
1506609;Santa Maria do Pará;0.598
3158102;Santa Maria do Salto;0.613
3158201;Santa Maria do Suaçuí;0.64
1718881;Santa Maria do Tocantins;0.634
3304607;Santa Maria Madalena;0.668
4123907;Santa Mariana;0.7
3547106;Santa Mercedes;0.739
4123956;Santa Mônica;0.704
1600600;Santana;0.692
2928208;Santana;0.608
4317004;Santana da Boa Vista;0.633
3547205;Santana da Ponte Pensa;0.773
3158300;Santana da Vargem;0.698
3158409;Santana de Cataguases;0.694
2513505;Santana de Mangueira;0.535
3547304;Santana de Parnaíba;0.814
3158508;Santana de Pirapama;0.628
2312007;Santana do Acaraú;0.587
1506708;Santana do Araguaia;0.602
2312106;Santana do Cariri;0.612
3158607;Santana do Deserto;0.651
3158706;Santana do Garambéu;0.667
2708006;Santana do Ipanema;0.591
4124004;Santana do Itararé;0.687
3158805;Santana do Jacaré;0.647
4317103;Sant'Ana do Livramento;0.727
3158904;Santana do Manhuaçu;0.621
2110237;Santana do Maranhão;0.51
2411403;Santana do Matos;0.591
2708105;Santana do Mundaú;0.519
3158953;Santana do Paraíso;0.685
2209351;Santana do Piauí;0.574
3159001;Santana do Riacho;0.665
